gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
PGAP3,611801,"Hyperphosphatasia with mental retardation syndrome 4, 615716 (3)",Skeletal,OMIM:615716,MONDO:0014318,Profound
PGK1,311800,"Phosphoglycerate kinase 1 deficiency, 300653 (3)",Metabolic,OMIM:300653,MONDO:0010392,Profound
PGM1,171900,"Congenital disorder of glycosylation, type It, 614921 (3)",Metabolic,OMIM:614921,MONDO:0013968,Profound
PGM3,172100,"Immunodeficiency 23, 615816 (3)",Immunodeficiency,OMIM:615816,MONDO:0014353,Profound
PHF6,300414,"Borjeson-Forssman-Lehmann syndrome, 301900 (3)",Developmental,OMIM:301900,MONDO:0010537,Profound
PHF8,300560,"Mental retardation syndrome, X-linked, Siderius type, 300263 (3)",Neurologic,OMIM:300263,MONDO:0010286,Profound
PHGDH,606879,"Neu-Laxova syndrome1, 256520 (3)",Developmental,OMIM:256520,MONDO:0009736,Profound
PHYH,602026,"Refsum disease, 266500 (3)",Metabolic,OMIM:266500,MONDO:0009958,Profound
PHYH,602026,"Refsum disease, 266500 (3)",Metabolic,OMIM:266500,MONDO:0009958,Profound
PIEZO2,613629,"Arthrogryposis, distal, with impaired proprioception and touch, 617146 (3), Autosomal recessive",Neurologic,OMIM:617146,MONDO:0014941,Profound
PIGA,311770,"Multiple congenital anomalies-hypotonia-seizures syndrome 2, 300868 (3)",Developmental,OMIM:300868,MONDO:0010466,Profound
PIGG,616918,"Mental retardation, autosomal recessive 53, 616917 (3)",Neurologic,OMIM:616917,MONDO:0014832,Profound
PIGL,605947,"CHIME syndrome, 280000 (3)",Developmental,OMIM:280000,MONDO:0010221,Profound
PIGN,606097,"Multiple congenital anomalies-hypotonia-seizures syndrome 1, 614080 (3)",Developmental,OMIM:614080,MONDO:0013563,Profound
PIGO,614730,"Hyperphosphatasia with mental retardation syndrome 2, 614749 (3)",Skeletal,OMIM:614749,MONDO:0013882,Profound
PIGT,610272,Multiple congenital anomalies-hypotonia-seizures syndrome 3,Developmental,,,
PIGV,610274,"Hyperphosphatasia with mental retardation syndrome 1, 239300 (3)",Lysosomal,OMIM:239300,MONDO:0009398,Profound
PIH1D3,300933,"Ciliary dyskinesia, primary, 36, X-linked, 300991 (3), X-linked recessive",Respiratory,OMIM:300991,MONDO:0010517,Moderate
PIP5K1C,606102,"Lethal congenital contractural syndrome 3, 611369 (3)",Developmental,OMIM:611369,MONDO:0012656,Severe
PKHD1,606702,"Polycystic kidney and hepatic disease, 263200 (3)",Developmental,OMIM:263200,MONDO:0033004,Profound
PKLR,609712,"Pyruvate kinase deficiency, 266200 (3)",Metabolic,OMIM:266200,MONDO:0009950,Profound
PLA2G6,603604,"Neurodegeneration with brain iron accumulation 2B, 610217 (3)",Neurodegenerative,OMIM:610217,MONDO:0012444,Profound
PLAA,603873,"Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies, 617527 (3), Autosomal recessive",Neurologic,OMIM:617527,MONDO:0060502,Profound
PLCE1,608414,"Nephrotic syndrome, type 3, 610725 (3)",Renal,OMIM:610725,MONDO:0012546,Severe
PLEC,601282,"Epidermolysis bullosa simplex with pyloric atresia, 612138 (3)",Cutaneous,OMIM:612138,MONDO:0012807,Severe
PLG,173350,"Plasminogen deficiency, type I, 217090 (3)",Metabolic,OMIM:217090,MONDO:0009009,Severe
PLOD1,153454,"Ehlers-Danlos syndrome, type VI, 225400 (3)",Cutaneous,OMIM:225400,MONDO:0016002,Severe
PLOD2,601865,"Bruck syndrome 2, 609220 (3)",Skeletal,OMIM:609220,MONDO:0012217,Severe
PLP1,300401,"Pelizaeus-Merzbacher disease, 312080 (3)",Neurodegenerative,OMIM:312080,MONDO:0010714,Profound
PLPBP,604436,"Epilepsy, early-onset, vitamin B6-dependent, 617290 (3), Autosomal recessive",Neurologic,OMIM:617290,MONDO:0015005,Profound
PMM2,601785,"Congenital disorder of glycosylation, type Ia, 212065 (3)",Metabolic,OMIM:212065,MONDO:0008907,Profound
PMPCA,613036,"Spinocerebellar ataxia, autosomal recessive 2, 213200 (3)",Neurologic,OMIM:213200,MONDO:0008943,Profound
PNKP,605610,"Microcephaly, seizures, and developmental delay, 613402 (3)",Developmental,OMIM:613402,MONDO:0013254,Profound
PNP,164050,"Immunodeficiency due to purine nucleoside phosphorylase deficiency, 613179 (3)",Immunodeficiency,OMIM:613179,MONDO:0013171,Profound
PNPLA6,603197,"Boucher-Neuhauser syndrome, 215470 (3)",Neurodegenerative,OMIM:215470,MONDO:0008980,Severe
PNPO,603287,"Pyridoxamine 5'-phosphate oxidase deficiency, 610090 (3)",Metabolic,OMIM:610090,MONDO:0012407,Profound
POC1A,614783,"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis, 614813 (3)",Skeletal,OMIM:614813,MONDO:0013894,Profound
POLA1,312040,"Pigmentary disorder, reticulate, with systemic manifestations, X-linked, 301220 (3), X-linked recessive",Cutaneous,OMIM:301220,MONDO:0010523,Profound
POLG,174763,"Mitochondrial DNA depletion syndrome 4A (Alpers type), 203700 (3)",Mitochondrial,OMIM:203700,MONDO:0008758,Profound
POLR1C,610060,"Treacher Collins syndrome 3, 248390 (3)",Developmental,OMIM:248390,MONDO:0009558,Severe
POLR3A,614258,"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, 607694 (3)",Neurodegenerative,OMIM:607694,MONDO:0019177,
POLR3B,614366,"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism, 614381 (3)",Neurodegenerative,OMIM:614381,MONDO:0013722,Profound
POMC,176830,"Obesity, adrenal insufficiency, and red hair due to POMC deficiency, 609734 (3)",Endocrine,OMIM:609734,MONDO:0012335,Severe
POMGNT1,606822,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280 (3)",Neuromuscular,OMIM:253280,MONDO:0009667,Profound
POMGNT2,614828,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8, 614830 (3)",Neuromuscular,OMIM:614830,MONDO:0013904,Profound
POMK,615247,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12, 615249 (3)",Neuromuscular,OMIM:615249,MONDO:0014101,Profound
POMP,613386,"Keratosis linearis with ichthyosis congenita and sclerosing keratoderma, 601952 (3)",Cutaneous,OMIM:601952,MONDO:0011169,Moderate
POMT1,607423,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3)",Neuromuscular,OMIM:236670,MONDO:0009364,Profound
POMT1,607423,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3)",Neuromuscular,OMIM:236670,MONDO:0009364,Profound
POMT1,607423,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3)",Neuromuscular,OMIM:236670,MONDO:0009364,Profound
POMT1,607423,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3)",Neuromuscular,OMIM:236670,MONDO:0009364,Profound
POMT1,607423,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3)",Neuromuscular,OMIM:236670,MONDO:0009364,Profound
POMT2,607439,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2, 613150 (3)",Neuromuscular,OMIM:613150,MONDO:0013154,Profound
POP1,602486,"Anauxetic dysplasia 2, 617396 (3), Autosomal recessive",Skeletal,OMIM:617396,MONDO:0054561,Severe
POR,124015,"Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis, 201750 (3)",Developmental,OMIM:201750,MONDO:0008726,Profound
POU1F1,173110,"Pituitary hormone deficiency, combined, 1, 613038 (3)",Endocrine,OMIM:613038,MONDO:0024464,Profound
PPA2,609988,"Sudden cardiac failure, infantile, 617222 (3), Autosomal recessive",Cardiovascular,OMIM:617222,MONDO:0014973,Profound
PPT1,600722,"Ceroid lipofuscinosis, neuronal, 1, 256730 (3)",Neurodegenerative,OMIM:256730,MONDO:0009744,Profound
PQBP1,300463,"Renpenning syndrome, 309500 (3)",Neurologic,OMIM:309500,MONDO:0010653,Profound
PRDM12,616458,"Neuropathy, hereditary sensory and autonomic, type VIII, 616488 (3), Autosomal recessive",Neurologic,OMIM:616488,MONDO:0014662,Severe
PRDM5,614161,"Brittle cornea syndrome 2, 614170 (3)",Ocular,OMIM:614170,MONDO:0013605,Severe
PRF1,170280,"Hemophagocytic lymphohistiocytosis, familial, 2, 603553 (3)",Immunodeficiency,OMIM:603553,MONDO:0011337,Profound
PRG4,604283,"Camptodactyly-arthropathy-coxa vara-pericarditis syndrome, 208250 (3)",Skeletal,OMIM:208250,MONDO:0008828,Severe
PRICKLE1,608500,"Epilepsy, progressive myoclonic 1B, 612437 (3)",Neurologic,OMIM:612437,MONDO:0012904,Severe
PROC,612283,"Thrombophilia due to protein C deficiency, autosomal recessive, 612304 (3)",Hematologic,OMIM:612304,MONDO:0012860,Severe
PROP1,601538,"Pituitary hormone deficiency, combined, 2, 262600 (3)",Endocrine,OMIM:262600,MONDO:0009878,Severe
PROS1,176880,"Thrombophilia due to protein S deficiency, autosomal recessive, 614514 (3)",Hematologic,OMIM:614514,MONDO:0013791,Severe
PRPS1,311850,"Arts syndrome, 301835 (3)",Neurologic,OMIM:301835,MONDO:0010533,Profound
PRUNE1,617413,"Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies, 617481 (3), Autosomal recessive",Neurodegenerative,OMIM:617481,MONDO:0060490,Profound
PRX,605725,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
PRX,605725,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
PRX,605725,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
PRX,605725,"Dejerine-Sottas disease, 145900 (3)",Neuromuscular,OMIM:145900,MONDO:0007790,Severe
PSAP,176801,"Metachromatic leukodystrophy due to SAP-b deficiency, 249900 (3)",Lysosomal,OMIM:249900,MONDO:0009590,Profound
PSAT1,610936,"Neu-Laxova syndrome 2, 616038 (3)",Developmental,OMIM:616038,MONDO:0014466,Profound
PSMB8,177046,"Autoinflammation, lipodystrophy, and dermatosis syndrome, 256040 (3)",Immunodeficiency,OMIM:256040,MONDO:0054698,Profound
PSPH,172480,"Phosphoserine phosphatase deficiency, 614023 (3)",Metabolic,OMIM:614023,MONDO:0013531,Profound
PTH1R,168468,"Chondrodysplasia, Blomstrand type, 215045 (3)",Skeletal,OMIM:215045,MONDO:0008970,Profound
PTS,612719,"Hyperphenylalaninemia, BH4-deficient, A, 261640 (3)",Metabolic,OMIM:261640,MONDO:0009863,Profound
PUS1,608109,"Mitochondrial myopathy and sideroblastic anemia 1, 600462 (3)",Mitochondrial,OMIM:600462,MONDO:0024553,Profound
PXDN,605158,"Corneal opacification and other ocular anomalies, 269400 (3)",Ocular,OMIM:269400,MONDO:0010015,Severe
PYCR1,179035,"Cutis laxa, autosomal recessive, type IIB, 612940 (3)",Cutaneous,OMIM:612940,MONDO:0013051,Profound
PYCR2,616406,"Leukodystrophy, hypomyelinating, 10, 616420 (3)",Neurodegenerative,OMIM:616420,MONDO:0014632,Profound
PYROXD1,617220,"Myopathy, myofibrillar, 8, 617258 (3), Autosomal recessive",Neuromuscular,OMIM:617258,MONDO:0014993,Severe
QARS1,603727,"Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy, 615760 (3)",Developmental,OMIM:615760,MONDO:0014335,Profound
QDPR,612676,"Hyperphenylalaninemia, BH4-deficient, C, 261630 (3)",Metabolic,OMIM:261630,MONDO:0009862,Profound
RAB18,602207,"Warburg micro syndrome 3, 614222 (3)",Developmental,OMIM:614222,MONDO:0013638,Profound
RAB23,606144,"Carpenter syndrome, 201000 (3)",Skeletal,OMIM:201000,MONDO:0008710,Profound
RAB27A,603868,"Griscelli syndrome, type 2, 607624 (3)",Developmental,OMIM:607624,MONDO:0011872,Severe
RAB33B,605950,"Smith-McCort dysplasia 2, 615222 (3)",Skeletal,OMIM:615222,MONDO:0014087,Severe
RAB39B,300774,"Mental retardation, X-linked 72, 300271 (3)",Neurologic,OMIM:300271,MONDO:0010289,Profound
RAB3GAP1,602536,"Warburg micro syndrome 1, 600118 (3)",Developmental,OMIM:600118,MONDO:0010822,Profound
RAB3GAP2,609275,"Warburg micro syndrome 2, 614225 (3)",Developmental,OMIM:614225,MONDO:0013641,Profound
RAD50,604040,"Nijmegen breakage syndrome-like disorder, 613078 (3)",Developmental,OMIM:613078,MONDO:0013118,Profound
RAG1,179615,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",Immunodeficiency,OMIM:601457,MONDO:0011086,Severe
RAG1,179615,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",Immunodeficiency,OMIM:601457,MONDO:0011086,Severe
RAG2,179616,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",Immunodeficiency,OMIM:601457,MONDO:0011086,Severe
RAG2,179616,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",Immunodeficiency,OMIM:601457,MONDO:0011086,Severe
RAPSN,601592,"Fetal akinesia deformation sequence, 208150 (3)",Neuromuscular,OMIM:208150,MONDO:0100101,Profound
RARB,180220,"Microphthalmia, syndromic 12, 615524 (3), Autosomal recessive",Ocular,OMIM:615524,MONDO:0014229,Profound
RARS1,107820,"Leukodystrophy, hypomyelinating, 9, 616140 (3)",Neurodegenerative,OMIM:616140,MONDO:0014506,Profound
RARS2,611524,"Pontocerebellar hypoplasia, type 6, 611523 (3)",Neurodegenerative,OMIM:611523,MONDO:0012683,Profound
RAX,601881,"Microphthalmia, isolated 3, 611038 (3)",Ocular,OMIM:611038,MONDO:0012604,Moderate
RBBP8,604124,"Seckel syndrome 2, 606744 (3)",Developmental,OMIM:606744,MONDO:0011715,Profound
RBCK1,610924,"Polyglucosan body myopathy 1 with or without immunodeficiency, 615895 (3)",Neuromuscular,OMIM:615895,MONDO:0014389,Profound
RBM10,300080,"TARP syndrome, 311900 (3)",Developmental,OMIM:311900,MONDO:0010711,Profound
RCBTB1,607867,"Retinal dystrophy with or without extraocular anomalies, 617175 (3), Autosomal recessive",Ocular,OMIM:617175,MONDO:0014955,Severe
RD3,180040,"Leber congenital amaurosis 12, 610612 (3)",Ocular,OMIM:610612,MONDO:0012525,Moderate
RDH12,608830,"Leber congenital amaurosis 13, 612712 (3)",Ocular,OMIM:612712,MONDO:0012990,Severe
RECQL4,603780,"Baller-Gerold syndrome, 218600 (3)",Skeletal,OMIM:218600,MONDO:0009039,Severe
REEP6,609346,"Retinitis pigmentosa 77, 617304 (3), Autosomal recessive",Ocular,OMIM:617304,MONDO:0015013,Severe
REN,179820,"Renal tubular dysgenesis, 267430 (3)",Renal,OMIM:267430,MONDO:0009970,Profound
REN,179820,"Renal tubular dysgenesis, 267430 (3)",Renal,OMIM:267430,MONDO:0009970,Profound
REN,179820,"Renal tubular dysgenesis, 267430 (3)",Renal,OMIM:267430,MONDO:0009970,Profound
REN,179820,"Renal tubular dysgenesis, 267430 (3)",Renal,OMIM:267430,MONDO:0009970,Profound
RETREG1,613114,"Neuropathy, hereditary sensory and autonomic, type IIB, 613115 (3)",Neuromuscular,OMIM:613115,MONDO:0013142,Severe
RFT1,611908,"Congenital disorder of glycosylation, type In, 612015 (3)",Metabolic,OMIM:612015,MONDO:0012783,Profound
RFX6,612659,"Mitchell-Riley syndrome, 615710 (3)",Gastroenterologic,OMIM:615710,MONDO:0014315,
RFXANK,603200,"MHC class II deficiency, complementation group B, 209920 (3)",Immunodeficiency,OMIM:209920,MONDO:0008855,
RFXAP,601861,"Bare lymphocyte syndrome, type II, complementation group D, 209920 (3)",Immunodeficiency,OMIM:209920,MONDO:0008855,
RIN2,610222,"Macrocephaly, alopecia, cutis laxa, and scoliosis, 613075 (3)",Developmental,OMIM:613075,MONDO:0013115,Severe
RIPK4,605706,"Popliteal pterygium syndrome 2, lethal type, 263650 (3)",Developmental,OMIM:263650,MONDO:0009901,Profound
RLIM,300379,"Mental retardation, X-linked 61, 300978 (3), X-linked recessive",Developmental,OMIM:300978,MONDO:0010506,Profound
RMND1,614917,"Combined oxidative phosphorylation deficiency 11, 614922 (3)",Mitochondrial,OMIM:614922,MONDO:0013969,Profound
RMRP,157660,"Cartilage-hair hypoplasia, 250250 (3)",Skeletal,OMIM:250250,MONDO:0009595,Profound
RNASEH2A,606034,"Aicardi-Goutieres syndrome 4, 610333 (3)",Neurodegenerative,OMIM:610333,MONDO:0012472,Profound
RNASEH2B,610326,"Aicardi-Goutieres syndrome 2, 610181 (3)",Neurodegenerative,OMIM:610181,MONDO:0012429,Profound
RNASEH2C,610330,"Aicardi-Goutieres syndrome 3, 610329 (3)",Neurodegenerative,OMIM:610329,MONDO:0012471,Profound
RNASET2,612944,"Leukoencephalopathy, cystic, without megalencephaly, 612951 (3)",Neurodegenerative,OMIM:612951,MONDO:0013058,Profound
RNU4ATAC,601428,"Microcephalic osteodysplastic primordial dwarfism, type I, 210710 (3)",Skeletal,OMIM:210710,MONDO:0008871,Profound
ROBO3,608630,"Gaze palsy, horizontal, with progressive scoliosis, 607313 (3)",Ocular,OMIM:607313,MONDO:0020790,Severe
ROGDI,614574,"Kohlschutter-Tonz syndrome, 226750 (3)",Developmental,OMIM:226750,MONDO:0009185,Profound
ROR2,602337,"Robinow syndrome, autosomal recessive, 268310 (3)",Skeletal,OMIM:268310,MONDO:0009999,Profound
RORC,602943,"Immunodeficiency 42, 616622 (3), Autosomal recessive",Immunodeficiency,OMIM:616622,MONDO:0014710,Severe
RP2,300757,"Retinitis pigmentosa 2, 312600 (3)",Ocular,OMIM:312600,MONDO:0010723,Moderate
RPE65,180069,"Leber congenital amaurosis 2, 204100 (3)",Ocular,OMIM:204100,MONDO:0008765,Severe
RPGR,312610,"Macular degeneration, X-linked atrophic, 300834 (3)",Ocular,OMIM:300834,MONDO:0010443,Moderate
RPGRIP1,605446,"Cone-rod dystrophy 13, 608194 (3)",Ocular,OMIM:608194,MONDO:0011987,Severe
RPGRIP1L,610937,"Meckel syndrome 5, 611561 (3)",Developmental,OMIM:611561,MONDO:0012695,Severe
RPL10,312173,"Mental retardation, X-linked, syndromic, 35",Developmental,,,
RPS6KA3,300075,Coffin-Lowry syndrome,Developmental,,,
RRM2B,604712,"Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), 612075 (3)",Mitochondrial,OMIM:612075,MONDO:0012792,Profound
RSPH1,609314,"Ciliary dyskinesia, primary, 24, 615481 (3)",Respiratory,OMIM:615481,MONDO:0014202,Moderate
RSPH4A,612647,"Ciliary dyskinesia, primary, 11, 612649 (3)",Respiratory,OMIM:612649,MONDO:0012978,Severe
RSPH9,612648,"Ciliary dyskinesia, primary, 12, 612650 (3)",Respiratory,OMIM:612650,MONDO:0012979,Severe
RTEL1,608833,"Dyskeratosis congenita, autosomal recessive 5, 615190 (3)",Developmental,OMIM:615190,MONDO:0014076,Profound
RTN4IP1,610502,"Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 (3), Autosomal recessive",Ocular,OMIM:616732,MONDO:0020737,Severe
RTTN,610436,"Polymicrogyria with seizures, 614833 (3)",Neurologic,OMIM:614833,MONDO:0018764,Profound
RXYLT1,605862,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, 615041 (3)",Neuromuscular,OMIM:615041,MONDO:0014022,Profound
RYR1,180901,"Minicore myopathy with external ophthalmoplegia, 255320 (3)",Neuromuscular,OMIM:255320,MONDO:0009712,Profound
SACS,604490,"Spastic ataxia, Charlevoix-Saguenay type, 270550 (3)",Neuromuscular,OMIM:270550,MONDO:0010041,Profound
SAMD9,610456,"Tumoral calcinosis, familial, normophosphatemic, 610455 (3)",Metabolic,OMIM:610455,MONDO:0012502,Moderate
SAMHD1,606754,"Aicardi-Goutieres syndrome 5, 612952 (3)",Neurodegenerative,OMIM:612952,MONDO:0013059,Profound
SAR1B,607690,"Chylomicron retention disease, 246700 (3)",Developmental,OMIM:246700,MONDO:0009528,Severe
SARS2,612804,"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 (3)",Developmental,OMIM:613845,MONDO:0013458,Profound
SBDS,607444,"Shwachman-Diamond syndrome, 260400 (3)",Developmental,OMIM:260400,MONDO:0044204,Profound
SBDS,607444,"Shwachman-Diamond syndrome, 260400 (3)",Developmental,OMIM:260400,MONDO:0044204,Profound
SBDS,607444,"Shwachman-Diamond syndrome, 260400 (3)",Developmental,OMIM:260400,MONDO:0044204,Profound
SBF2,607697,"Charcot-Marie-Tooth disease, type 4B2, 604563 (3)",Neuromuscular,OMIM:604563,MONDO:0011475,Severe
SC5D,602286,"Lathosterolosis, 607330 (3)",Metabolic,OMIM:607330,MONDO:0011816,Profound
SCARB2,602257,"Epilepsy, progressive myoclonic 4, with or without renal failure, 254900 (3)",Neurologic,OMIM:254900,MONDO:0009699,Severe
SCARF2,613619,"Van den Ende-Gupta syndrome, 600920 (3)",Skeletal,OMIM:600920,MONDO:0010959,Profound
SCN9A,603415,"Insensitivity to pain, congenital, 243000 (3)",Neurologic,OMIM:243000,MONDO:0009459,Profound
SCNN1A,600228,"Pseudohypoaldosteronism, type I, 264350 (3)",Renal,OMIM:264350,MONDO:0009917,Severe
SCNN1B,600760,"Pseudohypoaldosteronism, type I, 264350 (3)",Renal,OMIM:264350,MONDO:0009917,Severe
SCO2,604272,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1, 604377 (3)",Cardiovascular,OMIM:604377,MONDO:0011451,Profound
SCYL1,607982,"Spinocerebellar ataxia, autosomal recessive 21, 616719 (3)",Neurologic,OMIM:616719,MONDO:0014744,Profound
SDCCAG8,613524,"Bardet-Biedl syndrome 16, 615993 (3)",Developmental,OMIM:615993,MONDO:0014444,Profound
SDHAF1,612848,"Mitochondrial complex II deficiency, 252011 (3)",Mitochondrial,OMIM:252011,MONDO:0100294,Profound
SEC23A,610511,"Craniolenticulosutural dysplasia, 607812 (3)",Skeletal,OMIM:607812,MONDO:0011911,Severe
SEC23B,610512,"Dyserythropoietic anemia, congenital, type II, 224100 (3)",Hematologic,OMIM:224100,MONDO:0009134,Moderate
SELENON,606210,"Muscular dystrophy, rigid spine, 1, 602771 (3)",Neuromuscular,OMIM:602771,MONDO:0011271,Severe
SEMA4A,607292,"Cone-rod dystrophy 10, 610283 (3)",Ocular,OMIM:610283,MONDO:0012464,Severe
SEPSECS,613009,"Pontocerebellar hypoplasia type 2D, 613811 (3)",Neurodegenerative,OMIM:613811,MONDO:0013438,Profound
SERAC1,614725,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, 614739 (3)",Metabolic,OMIM:614739,MONDO:0013875,Profound
SERPINA1,107400,"Emphysema-cirrhosis, due to AAT deficiency, 613490 (3)",Metabolic,OMIM:613490,MONDO:0013282,Severe
SERPINF1,172860,"Osteogenesis imperfecta, type VI, 613982 (3)",Skeletal,OMIM:613982,MONDO:0013515,Severe
SERPINH1,600943,"Orofaciodigital syndrome VI, 277170 (3)",Skeletal,OMIM:277170,MONDO:0010176,Profound
SETX,608465,"Spinocerebellar ataxia, autosomal recessive 1, 606002 (3)",Neurologic,OMIM:606002,MONDO:0018996,Severe
SFTPB,178640,"Surfactant metabolism dysfunction, pulmonary, 1, 265120 (3)",Respiratory,OMIM:265120,MONDO:0009929,Profound
SGCA,600119,"Muscular dystrophy, limb-girdle, type 2D, 608099 (3)",Neuromuscular,OMIM:608099,MONDO:0011968,Profound
SGCB,600900,"Muscular dystrophy, limb-girdle, type 2E, 604286 (3)",Neuromuscular,OMIM:604286,MONDO:0011423,Profound
SGCD,601411,"Muscular dystrophy, limb-girdle, type 2F, 601287 (3)",Neuromuscular,OMIM:601287,MONDO:0011028,Severe
SGCG,608896,"Muscular dystrophy, limb-girdle, type 2C, 253700 (3)",Neuromuscular,OMIM:253700,MONDO:0009677,Severe
SGO1,609168,"Chronic atrial and intestinal dysrhythmia, 616201 (3)",Gastroenterologic,OMIM:616201,MONDO:0014528,Severe
SGPL1,603729,"Nephrotic syndrome 14, 617575 (3), Autosomal recessive",Renal,OMIM:617575,MONDO:0033203,Profound
SGSH,605270,"Mucopolysaccharidisis type IIIA (Sanfilippo A), 252900 (3)",Lysosomal,OMIM:252900,MONDO:0009655,Profound
SH2D1A,300490,"Lymphoproliferative syndrome, X-linked, 1, 308240 (3)",Immunodeficiency,OMIM:308240,MONDO:0024551,Profound
SH2D1A,300490,"Lymphoproliferative syndrome, X-linked, 1, 308240 (3)",Immunodeficiency,OMIM:308240,MONDO:0024551,Profound
SH3PXD2B,613293,"Frank-ter Haar syndrome, 249420 (3)",Skeletal,OMIM:249420,MONDO:0009579,Severe
SH3TC2,608206,"Charcot-Marie-Tooth disease, type 4C, 601596 (3)",Neuromuscular,OMIM:601596,MONDO:0011113,Profound
SHOX,312865,"Langer mesomelic dysplasia, 249700 (3)",Skeletal,OMIM:249700,MONDO:0009588,Severe
SIL1,608005,"Marinesco-Sjogren syndrome, 248800 (3)",Lysosomal,OMIM:248800,MONDO:0009567,Profound
SKIV2L,600478,"Trichohepatoenteric syndrome 2, 614602 (3)",Gastroenterologic,OMIM:614602,MONDO:0013818,Severe
SLC12A1,600839,"Bartter syndrome, type 1, 601678 (3)",Renal,OMIM:601678,MONDO:0100344,Profound
SLC12A5,606726,"Epileptic encephalopathy, early infantile, 34, 616645 (3), Autosomal recessive",Neurologic,OMIM:616645,MONDO:0014718,Profound
SLC12A6,604878,"Agenesis of the corpus callosum with peripheral neuropathy, 218000 (3)",Neurodegenerative,OMIM:218000,MONDO:0000902,Profound
SLC13A5,608305,"Epileptic encephalopathy, early infantile, 25, 615905 (3)",Neurologic,OMIM:615905,MONDO:0014392,Profound
SLC16A1,600682,"Monocarboxylate transporter 1 deficiency, 616095 (3)",Metabolic,OMIM:616095,MONDO:0014490,Profound
SLC16A2,300095,Allan-Herndon-Dudley syndrome ,Developmental,,,
SLC17A5,604322,"Sialic acid storage disorder, infantile, 269920 (3)",Lysosomal,OMIM:269920,MONDO:0010027,Profound
SLC19A2,603941,"Thiamine-responsive megaloblastic anemia syndrome, 249270 (3)",Metabolic,OMIM:249270,MONDO:0009575,Profound
SLC19A3,606152,"Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2), 607483 (3)",Metabolic,OMIM:607483,MONDO:0011841,Profound
SLC1A4,600229,"Spastic tetraplegia, thin corpus callosum, and progressive microcephaly, 616657 (3)",Developmental,OMIM:616657,MONDO:0014725,Profound
SLC22A5,603377,"Carnitine deficiency, systemic primary, 212140 (3)",Metabolic,OMIM:212140,MONDO:0008919,Profound
SLC24A5,609802,"Albinism, oculocutaneous, type VI, 113750 (3)",Metabolic,OMIM:113750,MONDO:0018264,Severe
SLC25A1,190315,"Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3)",Metabolic,OMIM:615182,MONDO:0014072,Profound
SLC25A13,603859,"Citrullinemia, type II, neonatal-onset, 605814 (3)",Metabolic,OMIM:605814,,
SLC25A15,603861,"Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3)",Metabolic,OMIM:238970,MONDO:0009393,Profound
SLC25A19,606521,"Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 (progressive polyneuropathy type), 613710 ",Metabolic,OMIM:613710,MONDO:0013382,Severe
SLC25A22,609302,"Epileptic encephalopathy, early infantile, 3, 609304 (3)",Neurologic,OMIM:609304,MONDO:0012245,Profound
